연번,업체명,업체주소,연락처
855,리가토탈헤어클럽,"전남 여수시 충무로 45(충무동, 1층)",
856,옥수헤어모드,전남 여수시 좌수영로 472(둔덕동),
857,덕양 은혜 곱창,전남 여수시 소라면 하세동길 7-1,
858,키다리슈즈,전북 고창군 고창읍 동리로 63,
859,인천장가든,전북 고창군 아산면 원평길 9,
860,대영,전북 군산시 구시장로 17-2(대명동),
861,일도당 인쇄,전북 군산시 중앙로 196-1(중앙로1가),
862,빈해원,전북 군산시 동령길 57(장미동),
863,빵굽는오남매,"전북 군산시 오룡로 65-1, 1층, 2층(명산동)",
864,삼포식당,전북 남원시 요천로 2264(식정동),
865,인산인해,전북 남원시 시청동로 26(도통동),
866,추어향,전북 남원시 요천로 1455(쌍교동),
867,모성,전북 익산시 하나로 453(영등동),
868,물머리집,전북 익산시 금마면 고도1길 56-5,
869,바이크나라,전북 전주시 덕진구 권삼득로 106(진북동),
870,호텔한성,전북 전주시 완산구 전주객사5길 43-3(고사동),
871,그때산집,전북 전주시 완산구 태평5길 13-4(태평동),
872,진미명가식당,제주 서귀포시 안덕면 사계남로 167,
873,누네안경원,제주 제주시 서광로 236-1(삼도일동),
874,귀빈식당,충남 공주시 사곡면 마곡상가길 12,
875,별장가든,충남 청양군 청양읍 충절로 1494,
876,남촌가든,충남 금산군 제원면 낙안길 34-5,
877,옛날고도리추어탕,충남 금산군 추부면 삼육로 6,
878,강경할미젓갈,충남 논산시 강경읍 옥녀봉로19번길 21,
879,독일베이커리,"충남 당진시 밤절로 168, 1층, 106호(수청동, 로뎀타워)",
880,보령자동차공업사,충남 보령시 중앙로 33(대천동),
881,정문농산,"충남 아산시 번영로 149, 1층(권곡동)",
882,홍콩반점,충남 아산시 온천대로 1507(온천동),
883,원조옥수사,"충남 천안시 동남구 영성로 25-3, 1층 28호(사직동)",
884,청화집순대,충남 천안시 동남구 병천면 충절로 1749,
885,학화호도과자,충남 천안시 동남구 대흥로 233(대흥동),
886,칠갑산골,충남 청양군 대치면 장곡길 147,
887,경희식당,충북 보은군 속리산면 사내7길 11-4,
888,감골생고기타운,충북 영동군 영동읍 계산로1길 32,
889,문정식당,충북 옥천군 옥천읍 향수3길 20,
890,강박사냉면숯불갈비,충북 제천시 청전대로 91(청전동),
891,덩실분식,충북 제천시 독순로 6길 5(의림동),
892,무궁화식당,충북 제천시 독순로 91-4(중앙로2가),
893,청풍황금송어,충북 제천시 금성면 청풍호로39길 25,
894,서울화원,"충북 증평군 증평읍 중앙로 206, 103호(서울빌딩)",
895,느티나무집,충북 진천군 진천읍 백곡로 1253,
896,서문우동,충북 청주시 상당구 무심동로392번길 8(서문동),
897,연게소문,충북 청주시 서원구 수곡로57번길 32-2(수곡동),
898,책이있는글터,"충북 충주시 국원대로 191, 1층(금릉동)",
899,㈜옹기장터,충청북도 충주시 연수양지말길 6(연수동),
900,자연가든,충북 충주시 살미면 중원대로 2461,
901,유한회사 제이베이커스,"전남 순천시 팔마로 269, 나동(연향동)",
902,이정례헤어명작,"광주광역시 광산구 사암로216번길 16, 3층 301호",
903,삼풍베이커리,광주 동구 남문로 674(학동),
904,희망그릇,광주 동구 천변우로 495(학동),
905,다락방아트센타,광주 북구 금재로 36번길 56(북동),
906,칼리지미용실,광주 북구 우치로 63(중흥동),
907,김향숙뷰티타운,"광주 서구내방로358번길 5-2, 3층 303호(무등파크맨션상가) ",
908,삼양미용실,"전남 고흥군 고흥읍 여산당촌길 4-1, 107호",
909,하얀마을 제과점,전남 고흥군 도화면 동신길 34,
910,(유)국제서림,전남 목포시 영산로75번길 27-2(죽동),
911,소문난곱창,전남 보성군 벌교읍 채동선로 148-1,
912,세라헤어터치,전남 순천시 풍덕주택길 7(조곡동),
913,형설서점,전남 순천시 낙안면 이곡1길 12,
914,하늘미용실,"전남 여수시 문수북6길 23-1(문수동, 287호)",
915,호남갈비,전남 여수시 동문로 93-1(공화동),
916,독천식당,전남 영암군 학산면 독천로 162-1,
917,소망식당,전남 해남군 해남읍 구교2길 2,
918,해남서점,전남 해남군 해남읍 중앙1로 148(2층),
919,약산흑염소,전남 화순군 화순읍 상삼2길 13-9,
920,배불뚝집 본점,전북 익산시 하나로6길 19(어양동),
921,무궁화한정식,전북 전주시 덕진구 권삼득로 436(덕진동2가),
922,신애자한복,전북 전주시 완산구 전라감영4길 18(중앙동3가),
923,피엔비 (PNB),전북 전주시 완산구 팔달로 180(경원동1가),
924,레스토랑마리서사본점,전북 정읍시 수성택지4길 20-12(수성동),
925,도라지식당,제주 제주시 연삼로 128(오라삼동),
926,신설오름,제주 제주시 고마로 17길 2(일도이동),
927,㈜경신유통,경북 경산시 성암로21길 3-6(옥산동),
928,충효닭집,"경북 경주시 원효로51번길 5, 1층(성건동)",
929,궁원(비원),경북 구미시 금오산로 126(원평동),
930,라망웨딩,"경북 구미시 금오산로 134, 1층(원평동)",
931,배신식당,경북 김천시 감문면 배시내길 46,
932,천생산오리사냥,경북 구미시 천생산길 38(구평동),
933,길성관,경북 포항시 북구 불종로 42(대흥동),
934,떡서방콩고물각시,경북 포항시 북구 천마로72번길 22(양덕동),
935,장기식당,경북 포항시 북구 죽도시장3길 9-10(죽도동),
936,중앙콘택트. 안경 (중앙점),경북 포항시 북구 중앙로 295 (상원동),
937,포항특미물회식당,경북 포항시 북구 동빈로 106(동빈1가),
938,학원사,경북 포항시 북구 중앙로 266(남빈동),
939,나연플라워아트,"경북 영주시 대학로284번길 4-20, 1층 102호(가흥동, 석남빌딩)",
940,금호꽃농원,경북 영천시 금호읍 사일로 2,
941,대덕식당,대구 남구 앞산순환로 443(대명동),
942,정우식당,대구 남구 장전2길 68-3(대명동),
943,레이몬드베이커리,"대구 달서구 선원로 241, 108호(용산동, 보성2차상가)",
944,강원도집,대구 달성군 가창면 가창로176길 18,
945,경산식당,대구 달성군 다사읍 강정본길 77,
946,김태희손국수식당,대구 달성군 옥포읍 옥포로 597,
947,주식회사 대구수산장어,"대구광역시 동구 서촌로21길 13, 1층(덕곡동)",
948,녹양구이,대구 수성구 무학로17길 21(두산동),
949,본전식당,대구 수성구 수성로76길 38(수성동2가),
950,브레드바바,대구 수성구 수성로69길 55(수성동1가),
951,삼수장어,대구 수성구 신천동로 442(수성동4가),
952,상락식당,대구 수성구 동대구로74안길 2(범어동),
953,용지봉,"대구 수성구 들안로 9(상동, 405-2, 407-5)",
954,성호사,"대전 중구 보문로 286, 102호(선화동, 스마트 284)",
955,진로집,대전 중구 중교로 45-5(대흥동),
956,우보설렁탕,세종 조치원읍 문화로 24,
957,동흥루,충남 예산군 예산읍 예산로 220-1,
958,결성칼국수,충남 홍성군 결성면 구성남로 31,
959,비전농장,충남 홍성군 광천읍 충서로 400번길 221,
960,삽다리곱창전문점,충남 홍성군 홍성읍 도청대로 6,
961,오박사냉면전문식당,충북 진천군 진천읍 중앙동 1길 2,
962,금호송어장,충북 청주시 서원구 현도면 노산하석로 166,
963,부모산가든,충북 청주시 흥덕구 2순환로 1167번길 25(복대동),
964,신사동염소탕,충북 청주시 흥덕구 직지대로582번길 15(봉명동),
965,원조백년옻닭,충북 청주시 청원구 교서로 104-1(우암동),
966,청주폐백,충북 청주시 흥덕구 흥덕로 90-1(운천동),
967,만나밥집,충북 충주시 동수 2길 35(연수동),
968,평화문구상사,충북 충주시 국원대로 47(봉방동),
969,원조할매추어탕,경남 김해시 식만로348번길 44-1(불암동),
970,손두부전문점,경남 양산시 신기1길 13(신기동),
971,안다미로&카페오리,경남 양산시 명곡로 439(명곡동),
972,황금당,경남 양산시 중앙로 171(북부동),
973,강변횟집,경남 창원시 마산회원구 석전동16길 25(석전동),
974,케네디홀레스토랑,"경남 통영시 미수해안로 125-5(미수동, 마이웨이상가4층)",
975,경주박가국밥,부산 기장군 정관읍 구연2로 18,
976,"고선이 홍삼, 굿썸, 태평선식",부산 남구 못골로41번길 14(대연동),
977,㈜신발원,부산 동구 대영로243번길 62(초량동),
978,시떼저팬 (CJ. Gallery),"부산 사상구 광장로7(괘법동, 르네시떼 2741,2742,2723,2724,2725호)",
979,제일상회,부산 사상구 새벽로168번길 21(감전동),
980,대현상회,"부산 수영구 망미배산로10번길 58, 1층(망미동)",
981,㈜워터스톤,부산 수영구 민락수변로 25(민락동),
982,삼송,부산 중구 광복로55번길 13(창선동1가),
983,리엔박헤어,울산 남구 봉월로 114번길 7(신정동),
984,뚱보냉면,강원 강릉시 토성로 156-2(임당동),
985,원흥수산건어물,강원 강릉시 창해로 376,
986,오부자냄비물회,"강원 동해시 일출로 151, 10호(묵호진동,삼양비취타워)",
987,황해횟집,강원 동해시 일출로 189(묵호진동),
988,대아서점,강원 양양군 양양읍 양양로 108,
989,일미장,강원 인제군 인제읍 인제로 188번길 1,
990,진부령식당,강원 인제군 북면 진부령로 100,
991,오수물막국수,강원 춘천시 신북읍 맥국2길 15,
992,춘천명물닭갈비,강원 춘천시 옛경춘로 813(삼천동),
993,희망상회,강원 홍천군 홍천읍 번영로 53,
994,나주곰탕우정집,"서울 강남구 강남대로94길 57(역삼동, 지상1층)",
995,㈜삼원가든,서울 강남구 언주로 835(신사동),
996,진성식당,서울 강남구 학동로81길 7(청담동),
997,군산해물탕,서울 강북구 한천로139길 41(수유동),
998,삼양동 삼다도 아구탕,"서울 강북구 삼양로29길 10-14, 외 2필지(삼양로29길 10-16, 12)(미아동)",
999,삼천포식당,서울 강북구 한천로 1052(수유동),
1000,신촌기사식당,"서울 강서구 방화대로 408(방화동, 1층)",
1001,민정식당,"서울 광진구 아차산로42길 41-4(자양동, 1층)",
1002,장군갈비,서울시 광진구 용마산로 11 (중곡동),
1003,동흥관,"서울 금천구 시흥대로63길 20(시흥동, 외 2필지(7,9)",
1004,프랑세즈과자점,서울 금천구 남부순환로 1392(독산동),
1005,엘리제제과점,"서울 노원구 동일로 1550, 109호(상계동, 고려프라자)",
1006,대박김치찌개,"서울 동작구 보라매로5길 5(신대방동, 1층)",
1007,금복족발,"서울 마포구 삼개로3길 6-3, 1층(도화동)",
1008,블랑제리 (르팡),"서울 서초구 방배로 268, 102호(방배동, 신삼호상가1층 2호)",
1009,주식회사 석신한우,서울 성동구 마장로37길 55 (마장동),
1010,고려정,"서울 영등포구 국제금융로6길 30, 116호(여의도동, 백상빌딩)",
1011,송죽장,"서울 영등포구 문래로 203, 1-3층(영등포동4가)",
1012,양자강,"서울 영등포구 63로 36(여의도동, 리버타워 지하1층 b105호)",
1013,진미식당,서울 용산구 백범로90길 46(문배동),
1014,시골감자국,서울 은평구 응암로 174(응암동),
1015,(주)낙원아구찜,서울 종로구 삼일대로 436(낙원동),
1016,신성,서울 종로구 무교로 42(서린동),
1017,이문설농탕 ,"서울 종로구 우정국로 38-13(견지동, 1층)",
1018,종가집,"서울 종로구 인사동길 15-13, 1층(인사동)",
1019,풍남,서울 중구 수표로 50-1,
1020,청평매운탕,"서울시 중랑구 공릉로 46, 1층(묵동)",
1021,한성미용직업전문학원,서울 중랑구 망우로 277 (2~5층),
1022,대훈생고기,"경기 수원시 영통구 센트럴파크로127번길 26, 1층(이의동)",
1023,일미정육점,경기 평택시 탄현로346번길 33(지산동),
1024,무진장,경기 오산시 경기대로658번길 19(내삼미동),
1025,한주토피스,"경기 시흥시 공단1대로 253(정왕동, 한주토피스)",
1026,대왕기름집,경기 성남시 중원구 둔촌대로 83번길 9-1(성남동),
1027,서울기름집,경기 성남시 중원구 둔촌대로83번길 5(성남동),
1028,천안기름집,"경기 성남시 중원구 둔촌대로83번길 7, 1층(성남동)",
1029,문산순대국,"경기 고양시 일산서구 고양대로 667-5(일산동, 1층 일부)",
1030,통나무집,"경기 과천시 새술막길 38, 105호(중앙동, 중앙상가 1층)",
1031,제일황소,"경기 군포시 군포로534번길 16, 1층(당동)",
1032,장머리방,경기 안양시 만안구 안양로548번길 36(석수동),
1033,성진카정비,"경기 안산시 상록구 각골로 110(본오동, 1층)",
1034,정흥교 헤어샵,경기 남양주시 화도읍 마석로61번길 18-25,
1035,왈츠와닥터만,경기 남양주시 조안면 북한강로 856-37,
1036,고기돌담집,경기 용인시 수지구 이종무로 49번길 5(고기동),
1037,귀래정,경기 용인시 수지구 동천로 635(고기동),
1038,수도전기모터,경기 안성시 안성맞춤대로 979(도기동),
1039,제일농약사,경기 안성시 일죽면 주래본죽로 35-1,
1040,친절열쇠,"경기 안성시 낙원길 40, 1층(창전동)",
1041,하늘가든,인천 옹진군 영흥면 영흥로251번길 24,
1042,(주)제일레져,대구 동구 팔공로 535 (지묘동),
1043,W.코끼리안경콘택트렌즈,"경기 성남시 분당구 내정로166번길 7-6 (수내동), 파크타운대림아파트 코끼리상가 1층 1호, 12호",
1044,교학사,"경북 안동시 대안로 168-1 (남부동), 1층",
1045,금성기름집,"경기 성남시 중원구 둔촌대로69번길 8(성남동), 1층",
1046,용마루,경기 광주시 남한산성면 남한산성로780번길 35 (산성리),
1047,두꺼비집,경기 수원시 영통구 반달로 32 (영통동),
1048,서수원직업전문교육원,"경기 수원시 권선구 매송고색로 716 (고색동), 3층 일부, 5층, 6층 일부",
1049,신라갈비,경기 수원시 영통구 동수원로 538 (원천동),
1050,장수촌,"경기 용인시 수지구 동천로 631 (고기동), 1층",
1051,정미소 김치관,"경기 용인시 수지구 신봉1로 302 (신봉동), 1층",
1052,궁중삼계탕,"경기 안산시 상록구 석호공원로 69 (사동, 인우빌), 101호 ",
1053,마루솥뚜껑와인삼겹살,"경기 안산시 단원구 광덕대로 145 (고잔동, 강희그랜드빌) 205호 ",
1054,이천영양돌솥밥,경기 안산시 상록구 항가울로 7 (사동),
1055,대물림안성장터국밥,"경기 안성시 미양면 구례골길 170-17 (계륵리), 가동 1층",
1056,낮엔해처럼밤엔달처럼,"부산 사상구 가야대로 288 (주례동), 창조상가 102호",
1057,케익나라,"경기 평택시 지산동 755-8, 1층",
1058,덕성이발관,경기 남양주시 금곡동 430-40,
1059,박성구과자점,"경기 남양주시 금곡동 404-41, 1층",
1060,신내보리밥,"경기 양평군 개군면 공서울길 39 (공세리), 1층",
1061,옥천면옥,경기 양평군 옥천면 옥천길 13 (옥천리),
1062,㈜강계봉진막국수,"경기 여주시 대신면 천서리길 26 (천서리), 1층",
1063,대광기름집,"경기 성남시 중원구 둔촌대로83번길 7(성남동), 1층",
1064,빵뜨락,"인천 계양구 황어로115번길 10 (오류동), 신동아아파트 상가101호",
1065,초가숯불갈비,"인천 부평구 열우물로49번길 8 (십정동), 1~2층",
1066,김주희미용실,"광주 남구 수박등로 72 (월산동),  1층",
1067,백련옥,"광주 북구 용봉로 30 (신안동), 1층",
1068,언니네사진관,"광주 북구 서방로 4 (중흥동), 2층",
1069,백화서점,"제주 서귀포시 대정읍 하모상가로 39-2 (하모리), 1층",
1070,황토길,광주 동구 동명동 155-6,
1071,태능숯불갈비,전남 화순군 화순읍 만연로 22 (광덕리),
1072,한양팥죽,전남 화순군 화순읍 중앙로 36-2 (향청리),
1073,관광오리탕목포본점,"전남 목포시 호남로64번길 1 (호남동), 1층",
1074,제일사진관,"전남 무안군 무안읍 무안중앙로 23-1 (성남리), 1층",
1075,거목순대국밥,전남 순천시 장평로 50 (풍덕동),
1076,박구윤회관,전남 순천시 팔마2길 90 (연향동),
1077,박은수헤어리더,"전남 광양시 공영로 39 (중동), 호반리젠시빌상가 106호",
1078,순천복집,전남 순천시 팔마2길 26 (연향동),
1079,춘천명물닭갈비,전남 순천시 행중길 15 (행동),
1080,향토정,전남 순천시 남신월4길 13-26 (조례동),
1081,계화회관,전북 부안군 행안면 변산로 95 (신기리),
1082,빵굽는마을,"경기 안양시 동안구 관악대로 103 (비산동), 103에비뉴 107호",
1083,대우미용실,"제주 서귀포시 대정읍 신영로 105-2 (하모리), 1층",
1084,새댁식육점,대구 동구 아양로 53-9 (신암동),
1085,신세계제과점,"제주 서귀포시 대정읍 하모상가로 51 (하모리), 1층",
1086,중앙사진관,"제주 서귀포시 대정읍 신영로 109 (하모리), 1층 ",
1087,박터진흥부네,경북 경산시 와촌면 소월리 789-1,
1088,금오산길,경북 구미시 남통동 299,
1089,김태주선산곱창㈜,"경북 구미시 송원서로 77 (원평동), 1층",
1090,복터진집본점,"경북 구미시 인동북길 67 (인의동), 1층",
1091,평양아바이순대국밥,"경북 구미시 고아읍 들성로 61 (원호리), 2동 1층",
1092,서독안경원,전북 고창군 고창읍 중앙로 201 (읍내리),
1093,성모안경원,"서울 도봉구 도봉로 483 (쌍문동), 1층",
1094,신림참기름,"서울 관악구 신원로5길 35 (신림동), 신원시장내 B-23호",
1095,데일리호스브라운,대구 수성구 달구벌대로625길 9 (시지동),
1096,동해회집,대구 수성구 신매로16길 16-2 (신매동),
1097,서민갈비,대구 수성구 들안로 8-5 (두산동),
1098,옛맛집,대구 달서구 구마로14길 111 (본동),
1099,호성베이커리,대구 달성군 가창면 가창로 1102 (용계리),
1100,에덴공방,광주 동구 충장로46번길 8-33 (충장로5가),
1101,주왕산가든,"경북 청송군 주왕산면 주왕산로 508-9 (하의리), 2층",
1102,포항 금산삼계탕,경북 포항시 북구 중흥로 145 (죽도동),
1103,미세스고등어본점,경북 포항시 남구 정몽주로 873 (청림동),
1104,진주식당,경북 포항시 북구 송라면 중산리 539-30,
1105,팡페이장제과점,"경북 포항시 북구 대안길 69 (용흥동), 제일상가 가동 101호",
1106,한국관복어집,"경북 예천군 예천읍 군청길 42-4 (노하리), 1층",
1107,대들보함흥면옥,"대전 중구 계백로1583번길 39 (유천동), 1층",
1108,중국성,"대전 동구 대전로815번길 66 (정동), 1층",
1109,배영숙산야초밥상,충북 보은군 속리산면 법주사로 253 (사내리),
1110,새강변식당,충북 옥천군 군북면 성왕로 1564 (국원리),
1111,신궁전가든,충북 진천군 덕산읍 용몽2길 34 (용몽리),
1112,재두식당,경남 남해군 상주면 남해대로 918-13 (상주리),
1113,대가,경남 창원시 마산합포구 자산삼거리로 24 (자산동),
1114,마산족발,"경남 창원시 마산합포구 오동서1길 15 (중성동), 1층",
1115,복주집,경남 창녕군 남지읍 강변안길 10-1 (남지리),
1116,오복기름집,"경기 성남시 중원구 둔촌대로83번길 7-5(성남동), 1층",
1117,원조설렁탕,경남 통영시 항남5길 21 (항남동),
1118,원조꼬리곰집,"부산 동래구 온천장로 52 (온천동), 1층",
1119,남천낙지,"부산 수영구 남천동로9번길 31 (남천동), 1층",
1120,이덕숙고운한복,경남 창원시 성산구 가음로 64 (가음동),
1121,동해관,"강원 강릉시 율곡로 3020 (교동), 근로자복지회관 1층",
1122,보헤미안커피점,강원 강릉시 연곡면 홍질목길 55-11 (영진리),
1123,헤어플레이스에이청학점,"강원 속초시 중앙로 73 (청학동), 2층",
1124,황정숙본막국수,"강원 강릉시 종합운동장길 43 (교동), 1층",
1125,동막막국수,강원 삼척시 근덕면 문의재로 3777-12 (동막리),
1126,동해안횟집,강원 동해시 일출로 61 (묵호진동),
1127,문어랑새우횟집,강원 양양군 손양면 수산1길 43-1 (수산리),
1128,삼성이용샵,"강원 원주시 예술관길 13 (명륜동), 삼성아파트 상가동 201호",
1129,코쿤뷰티샵,강원 원주시 원일로115번길 11-1 (일산동),
1130,라모스,강원 춘천시 옛경춘로 835 (삼천동),
1131,이디오피아집(벳),"강원 춘천시 이디오피아길 7 (근화동), 1층",
1132,미로정,"서울 강남구 테헤란로33길 19 (역삼동), 2층",
1133,베이징덕,"서울 강남구 논현로 874 (신사동), 진성빌딩 1층",
1134,㈜현지축산,"서울 성동구 마장로35길 76 (마장동), 현대아파트 상가동 1층 105-1호",
1135,(주)첨지,"서울 관악구 남부순환로176길 18 (신림동), 2층",
1136,정정원헤어룩,"서울 강남구 선릉로116길 24 (삼성동), 스페이스빌딩 1층",
1137,능동아구탕,"서울 광진구 천호대로 544 (군자동), 1층",
1138,송가네감자탕,"서울 송파구 올림픽로35길 124 (신천동), 장미아파트 A상가 지하층 7-4, 7-3호",
1139,중앙보조기,"대구 중구 달구벌대로 2206 (대봉동), 중앙빌딩 5층",
1140,평택고추상회,"경기 오산시 오산로272번길 13 (오산동), 1층",
1141,JES미용예술직업전문학교,"서울 영등포구 경인로 829 (영등포동4가), 2,3,4층",
1142,쌍마스튜디오,"서울 영등포구 여의나루로 81 (여의도동), 한마루빌딩",
1143,홍농숯불갈비,서울 양천구 신월로15길 1 (신월동),
1144,용금옥,"서울 종로구 자하문로 41-2 (통인동), 1층",
1145,나래자동차정비,광주 서구 풍암중앙로86번길 3-12 (풍암동)1층,
1146,동명능이백숙,"강원 고성군 거진읍 자산천로 36 (반암리, 동명막국수)동명능이백숙",
1147,라르고경양식,경기 동두천시 삼육사로 1273 (광암동)1층,
1148,선유꽃도매,울산 남구 팔등로 10 (신정동)1층 선유꽃도매,
1149,백송짜글짜글,충북 청주시 흥덕구 옥산면 청주역로 635 (오산리)1층,
1150,새재할매집,경북 문경시 문경읍 새재로 922 (상초리)경북 문경시 문경읍 새재로922 새재할매집,
1151,진미집,충북 청주시 상당구 성내로118번길 21 (산성동)1층,
1152,가화한정식,"충북 청주시 청원구 내덕로 27 (내덕동, 가화한정식)1층",
1153,금부정,전남 여수시 충무4길 6-3 (충무동)1층,
1154,계곡가든,"전북 군산시 개정면 금강로 470 (아동리, 계곡가든).",
1155,강창장어,대구 달성군 하빈면 하목정길 62 (하산리)강창장어,
1156,국일불갈비,대구 중구 태평로 172 (태평로1가)국일불갈비,
1157,백양상회,"경기 고양시 덕양구 토당로78번길 7-16 (토당동), 1층",
1158,미인가,"부산 해운대구 센텀2로 10 (우동, 센텀메디컬센타)13층 미인가",
1159,만강홍,"강원 동해시 평원로 20 (천곡동, 만강홍)가,나동 1,2층",
1160,백수식육식당,"경북 예천군 예천읍 충효로 284 (남본리, 백수식육점·식당)백수식육식당",
1161,작크,"경남 양산시 양주3길 20 (중부동, 작크)작크",
1162,고향집칼국수.재바우,대구 동구 송라로 93 (신천동)고향집칼국수,
1163,전통국악기제작소,대구광역시 동구 방천로1길 2(불로동)코리아소리,
1164,우정공원,"경남 양산시 하북면 양산대로 2025-43 (용연리, 우정공원,(주)황토원)우정공원",
1165,왕십리 정부네 곱창,서울 성동구 홍익동 128-31층 정부네곱창,
1166,주식회사 호미화방,"서울 마포구 홍익로3길 20 (서교동, 서교오피스텔)1층",
1167,비원쏘가리,"충북 단양군 단양읍 삼봉로 179 (상진리, 비원 쏘가리).",
1168,산아래 ,충남 논산시 관촉로31번길 22-6 (관촉동)1층 산아래,
1169,뉴숯불바베큐,부산 금정구 금강로335번길 55 (장전동)1층,
1170,돌체,충남 논산시 관촉로3번길 13 (관촉동)충남 논산시 관촉로3번길13(관촉동),
1171,춘추원할매집,"경남 양산시 교동5길 3 (교동, 춘추원할매집)춘추원할매집",
1172,신림동 또순이 원조순대,"서울 관악구 신림로59길 14 (신림동, 민속순대타운)1층",
1173,김미애헤어콜렉션,울산 북구 상방로 94 (화봉동)화봉시장상가 138호,
1174,무수옥,서울 도봉구 도봉로165길 15 (도봉동)무수옥,
1175,새한농자재(주),부산 강서구 대저로 132-1 (대저1동).,
1176,김덕규 과자점,경남 김해시 삼정동 589-11층,
1177,고향밀면,경북 경주시 태종로791번길 7 (황오동)고향밀면,
1178,동해물회,부산 부산진구 부전동 142-52층 동해물회,
1179,송파사진관,"서울 송파구 송파대로 371 (석촌동)1층, 101호",
1180,대화만두,경북 경주시 노동동 86-3대화만두,
1181,송풍갈비,"경기 수원시 장안구 경수대로 1013 (송죽동, 송풍가든)송풍가든 ",
1182,부산 원조 꼼장어 맛집 성일집,부산 중구 대교로 103 (중앙동6가)79-4 성일집,
1183,광성유통,서울 동대문구 고산자로36길 30 (제기동)1층 광성유통 (볶는집),
1184,기러기칼국수,충남 예산군 오가면 윤봉길로 1854 (신석리)신분준할머니기러기칼국수,
1185,은혜본가,충북 충주시 빙현천변1길 21 (지현동)은혜본가,
1186,회초랑,경남 진주시 강남로 163-1 (칠암동)회초랑,
1187,진주집,서울 중구 남대문시장길 22-2 (남창동)서울 중구 남대문시장길 22-2 (남창동),
1188,마포숯불갈비,경남 김해시 구산동 284-8마포숯불갈비,
1189,운정식당,충북 충주시 중원대로 3432-1 (문화동)1층,
1190,신현종합검사정비공장,대구 달성군 유가읍 비슬로96길 37 (금리)신현종합검사정비공장,
1191,하야로비,"인천 계양구 역골로43번길 15 (다남동, 하야로비)하야로비",
1192,완산정,"경기 군포시 번영로 508 (금정동, 신산빌딩)107호 완산정",
1193,강미루,충남 서산시 양유정1로 3 (읍내동)(읍내동),
1194,새말토종순대,강원 횡성군 우천면 우항새말길 20-16 (우항리)새말토종순대,
1195,한국주방,제주특별자치도 제주시 노형로 278 (노형동)1층~2층,
1196,퀸 헤어,전남 여수시 종고산길 7 (덕충동)1층,
1197,일미정,대구 남구 중앙대로51길 38-1 (대명동)대명동,
1198,푸른회식당,대구 서구 달구벌대로375길 14-1 (내당동)내당동,
1199,오색막국수,강원 원주시 흥양로 92 (태장동)오색막국수,
1200,미당한우,충남 홍성군 홍성읍 홍덕서로 193 (월산리)(홍성읍),
1201,뚱보네돼지갈비,"부산 남구 용소로13번길 43 (대연동, 안단테 빌)안단테빌1층",
1202,영빈회관,전북 익산시 인북로3길 38 (중앙동1가)1층,
1203,광성추어탕,충북 제천시 독순로8길 4 (의림동)1층,
1204,권미현꽃예술원,경북 경주시 화랑로 61 (서부동)권미현꽃예술원,
1205,반야돌솥밥(본점),전북 전주시 완산구 홍산1길 6 (효자동2가)1층,
1206,궁중해물탕,"경기 안성시 양성면 만세로 673 (동항리, 궁중해물탕)궁중해물탕",
1207,주식회사 박가삼거리부대찌개,"경기 파주시 문산읍 문향로 103 (선유리, 삼거리식당)1층",
1208,너도나도식당 선유도본점,"서울특별시 영등포구 양평로 126(양평동5가), 신성빌딩 1층",
1209,태성당 장태호 명품 시계수리,"대구 동구 동부로 1 (신천동, 신천LH)101동 115호",
1210,비봉횟집,"충남 청양군 청양읍 중앙로5길 28 (읍내리, 에코빌2차)에코빌 1층 비봉횟집",
1211,전남식당,광주 광산구 광산로 66 (송정동)1층,
1212,금성식당,강원 원주시 중앙로 28 (인동)1층,
1213,명인 이상용 제빵소,경기 고양시 덕양구 토당동 864-31층,
1214,동양전자,대전 동구 대전로797번길 11 (중동)동양전자,
1215,안동회관,경북 안동시 태사길 71 (옥정동)1층 안동회관,
1216,히노야마,"서울 양천구 목동서로 349 (신정동, 센트럴프라자)119호",
1217,전주우족설렁탕,"전북 군산시 대학로 88 (금광동, 전주식당)",
1218,대남기공사,대전 대덕구 오정로 47 (오정동)대남기공사,
1219,명동닭한마리본점,서울 종로구 종로5가 265-81층,
1220,삼백집,전북 전주시 완산구 전주객사2길 22 (고사동)1층,
1221,플러스플라워,서울 강남구 남부순환로 2716 (도곡동)개포빌딩 1층(도곡동 411-7),
1222,민영,"인천 중구 연안부두로33번길 37 (항동7가, 인천종합어시장)13호,14호",
1223,은혜반찬2,대전 대덕구 중리로64번길 16 (중리동)1층,
1224,신포야채치킨,"인천 중구 우현로49번길 25 (신포동)1층, 2층",
1225,동원손칼국수,대전 서구 청사서로54번길 11 (월평동)1층,
1226,연경중식당짬뽕광주백년가게맛집,"광주 광산구 하남대로 87, 201호(하남동)",
1227,주부상회,서울 노원구 동일로180길 40 (공릉동)1층 주부상회,
1228,궁전제과,광주 동구 충장로 93-6 (충장로1가)궁전제과,
1229,진미집,"전북 전주시 완산구 전주천동로 94 (전동, 진미집)1층",
1230,금일옥,전북 전주시 완산구 전주객사3길 11-6 (고사동)금일옥,
1231,매봉식당,대전 대덕구 계족로664번길 113 (법동)1층,
1232,주식회사 김영모과자점,"서울 강남구 언주로30길 10 (도곡동, 현대비전21)현대비전21 1층",
